sent_id,doc_id,bank,year,section_title,sentence,ctx_prev,ctx_next,block_type,final_topic,llm_conf,label_source,gold_topic,annotator_note
techcombank_2023_s1237_62,techcombank_2023,techcombank,2023,Thành viên Ủy ban Quản lý Rủi ro,"| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
| tới số hóa các hoạt động nhân sự, đảm bảo năng lực của đội 
 ngũ quản lý, chuẩn hóa, bổ sung, làm mới các chính sách chế 
 độ liên quan đến lương thưởng đãi ngộ...","| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
| tới số hóa các hoạt động nhân sự, đảm bảo năng lực của đội 
 ngũ quản lý, chuẩn hóa, bổ sung, làm mới các chính sách chế 
 độ liên quan đến lương thưởng đãi ngộ...","| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
| tới số hóa các hoạt động nhân sự, đảm bảo năng lực của đội 
 ngũ quản lý, chuẩn hóa, bổ sung, làm mới các chính sách chế 
 độ liên quan đến lương thưởng đãi ngộ...",table_like,S_labor,0.9,llm_weak_agree,,
shb_2024_s1852_0,shb_2024,shb,2024,17.1. Phân tích chất lượng tài sản Có khác được phân loại là tài sản có rủi ro tín dụng,Phân tích chất lượng tài sản Có khác được phân loại là tài sản có rủi ro tín dụng,,,heading_like,G,0.9,llm,,
bidv_2022_s71_1,bidv_2022,bidv,2022,"Vững bước tiên phong, đồng hành phát triển","Tại mốc son này, với quyết tâm của Ban lãnh đạo, sự đồng sức, đồng lòng của tập thể cán bộ người lao động, BIDV đã hội tụ đầy đủ điều kiện, quyết tâm và khát vọng để thay đổi và chinh phục những đỉnh cao mới.","65 năm xây dựng và trưởng thành là hành trình đầy tự hào của lớp lớp các thế hệ cán bộ lãnh đạo, người lao động của BIDV, trải qua ""bao thác, bao ghềnh"" đã trui rèn, bồi tụ nên bản lĩnh, cốt cách kiên cường, vượt khó của ""Người BIDV"".","Mang tâm thế tiếp nối những giá trị lịch sử quý báu, nhận diện thương hiệu của BIDV đã được thay đổi với hình ảnh ""Ngôi sao vàng 5 cánh, bông hoa mai và màu xanh ngọc lục bảo"".",paragraph,S_labor,0.8,llm_weak_agree,,
shb_2024_s75_0,shb_2024,shb,2024,THÔNG ĐIỆP CỦA CHỦ TỊCH HỘI ĐỒNG QUẢN TRỊ,"Bên cạnh phát triển kinh doanh, SHB tiếp tục đóng góp cho sự thịnh vượng của đất nước, tham gia tích cực công tác an sinh xã hội, hỗ trợ người nghèo, người có hoàn cảnh khó khăn.",,"Trong suốt hành trình phát triển, SHB luôn đồng hành, kiến tạo và lan tỏa những giá trị tốt đẹp, đóng góp vào sự phát triển của đất nước.",paragraph,S_community,0.9,llm_weak_agree,,
viettinbank_2023_s1490_1,viettinbank_2023,viettinbank,2023,5. BÁO CÁO ĐÁNH GIÁ LIÊN QUAN ĐẾN TRÁCH NHIỆM VỀ MÔI TRƯỜNG VÀ XÃ HỘI CỦA BAN ĐIỀU HÀNH,"Ngân hàng chú trọng thực hiện cam kết về trách nhiệm xã hội doanh nghiệp và nỗ lực đóng góp vào sự phát triển chung của xã hội thông qua nhiều chương trình thiết thực, có ý nghĩa.","Trên hành trình 35 năm xây dựng và phát triển, VietinBank luôn kiên định khi thực hiện chiến lược PTBV theo hướng tập trung vào mục tiêu tăng trưởng kinh tế dài hạn, song hành với các mục tiêu xã hội và môi trường, đảm bảo lợi ích hài hòa cho cho các bên liên quan.",,paragraph,S_community,0.9,llm_weak_agree,,
vib_2015_s3237_0,vib_2015,vib,2015,Dịch vụ khách hàng vượt trội,Những chương trình khuyến mại lớn như “Trọn vẹn ước mơ,,,paragraph,S_product,0.9,llm_weak_agree,,
techcombank_2023_s883_0,techcombank_2023,techcombank,2023,Trọng tâm cho năm 2024,"- ♦ Đưa GenAI và LLMs lên một tầm cao mới, nâng cao năng lực AI trên toàn hệ thống Ngân hàng
- ♦ Thiết lập các mô hình GenAI và LLMs trên quy mô lớn, hướng tới trở thành một ""Ngân hàng tiên phong AI""
- ♦ Cải thiện năng suất và thành công của hơn 11.600 nhân viên và của khách hàng
- ♦ Nâng cao kiến thức, khả năng nhận thức và phân tích dữ liệu
- ♦ Đưa AI vào cuộc sống hàng ngày, xóa bỏ sự e ngại và khuyến khích mọi người sử dụng công nghệ này một cách an toàn, có đạo đức và minh bạch.",,,bullet_like,S_product,0.8,llm,,
vietcombank_2020_s392_0,vietcombank_2020,vietcombank,2020,Thành tựu nổi bật,ĐẨY MẠNH HOẠT ĐỘNG HỢP TÁC VỚI VIETCOMBANK TRONG VIỆC GIỚI THIỆU CÁC DỊCH VỤ SẢN PHẨM CỦA VCBS TỚI CỘNG ĐỒNG NHÀ ĐẦU TƯ TRÊN MỌI VÙNG MIỀN CỦA ĐẤT NƯỚC.,,,paragraph,S_product,0.8,llm,,
viettinbank_2024_s1587_1,viettinbank_2024,viettinbank,2024,GLP VW KRȵW ÊʋQJ ÊʅL YɡL %ĐH,"Sau khi xem xét báo cáo, TV HĐQT, Ủy ban trực thuộc HĐQT lập báo cáo kết quả giám sát gửi Chủ tịch HĐQT hoặc báo cáo kết quả giám sát tại cuộc họp định kỳ, đột xuất của HĐQT.","- Xem xét báo cáo: TV HĐQT, Ủy ban trực thuộc HĐQT xem xét báo cáo theo phạm vi giám sát được phân công hoặc theo chỉ đạo của Chủ tịch HĐQT đối với từng báo cáo cụ thể.","- Họp với cá nhân, đơn vị chịu sự giám sát: Chủ tịch HĐQT hoặc TV HĐQT tham gia họp với cá nhân, đơn vị chịu sự giám sát.",bullet_like,G,0.9,llm_weak_agree,,
viettinbank_2020_s1204_0,viettinbank_2020,viettinbank,2020,"2.1.2. Thực hiện các biện pháp tiết kiệm, chống lãng phí","- -Công tác lãnh #ạ o, chỉ #ạ o xây dựng và tổ chức thực hiện chương trình thực hành tiết kiệm, chống lãng phí",,,paragraph,G,0.8,llm,,
vib_2018_s932_0,vib_2018,vib,2018,PHƯƠNG HƯỚNG HOẠT ĐỘNG CỦA BKS,PHƯƠNG HƯỚNG HOẠT ĐỘNG CỦA BKS,,,heading_like,G,0.9,llm,,
bsc_2023_s435_2,bsc_2023,bsc,2023,Dịch vụ môi giới cho khách hàng cá nhân,"Trong năm 2023 có gần 12.4 nghìn tài khoản mở mới tại BSC, nâng số lượng tài khoản quản lý lên 180 nghìn tài khoản, tăng 7.4% so với năm 2022.","Bên cạnh đó, BSC triển khai các chương trình khuyến mại nhân dịp ra mắt Webtrading mới, chương trình khuyến mại thúc đẩy số lượng khách hàng mở mới active như chương trình ""Giao dịch ngay - Quay là trúng"", chương trình ""Cơ hội tới - Nhanh mở mới"", chương trình kỷ niệm 24 năm thành lập BSC.",,kpi_like,S_product,0.9,llm_weak_agree,,
vpbank_2021_s823_0,vpbank_2021,vpbank,2021,"ĐÀO TẠO KỸ NĂNG CHUYÊN MÔN, NGHIỆP VỤ","Hoạt ""ộng ""ào tạo và phát triển nghề nghiệp luôn ""ược VPBank ""ặc biệt chú trọng nhằm hỗ trợ cho CBNV ngày càng hoàn thiện các kiến thức, kỹ năng chuyên môn và nâng cao năng suất làm việc.",,"Với khoảng 10.000 nhân viên, VPBank coi ""ào tạo và giáo dục là một công cụ quan trọng trong việc duy trì và phát triển lực lượng lao ""ộng của ngân hàng.",paragraph,S_labor,0.9,llm_weak_agree,,
viettinbank_2021_s1083_2,viettinbank_2021,viettinbank,2021,ĐỊNH HƯỚNG TRỌNG TÂM ỘĂ ỊỌ HOẠT ĐỘNG NĂM 2022,"Tập trung thúc đẩy phân phối sản phẩm bảo hiểm nhân thọ bancassurance, tạo đột phá trong năm 2022.",thông qua khai thác hệ sinh thái và cung cấp giải pháp tài chính toàn diện cho khách hàng.,,paragraph,S_product,0.9,llm,,
agribank_2023_s90_0,agribank_2023,agribank,2023,"7. Tiên phong thực hiện chương trình hành động của Chính phủ và ngành Ngân hàng triển khai Chiến lược quốc gia về tăng trưởng xanh, thúc đẩy tín dụng xanh, thực hành ESG, hướng tới nền kinh tế xanh và bền vững","Riêng năm 2023, bằng nguồn tài chính của mình cũng như đóng góp tự nguyện của người lao động trong toàn hệ thống, Agribank đã ủng hộ hơn 560 tỷ đồng tài trợ an sinh xã hội, xây dựng trường học, trạm y tế, nhà tình nghĩa cho các đối tượng chính sách, hộ nghèo, đặc biệt là miền núi, vùng sâu, vùng xa, các địa phương còn nhiều khó khăn trên khắp cả nước.",,,kpi_like,S_community,0.9,llm,,
shb_2023_s519_0,shb_2023,shb,2023,VINH DỰ ĐƯỢC NHÀ NƯỚC GHI NHẬN,VINH DỰ ĐƯỢC NHÀ NƯỚC GHI NHẬN,,,heading_like,Non_ESG,0.9,llm,,
vietcombank_2023_s1013_1,vietcombank_2023,vietcombank,2023,Sự tham gia của các bên liên quan,"|
| Các chương trình an sinh 
 xã hội chung tay cùng 
 chính quyền địa phương | Hàng quý | Thực hiện thường xuyên |
| CƠ QUAN BÁO CHÍ | | |
| Cung cấp thông tin cho 
 báo chí | 2 kỳ/năm | Cung cấp thông tin về kết quả hoạt động kinh doanh vào 
 các kỳ trong năm gồm: i) sơ kết hoạt động kinh doanh 6 
 tháng đầu năm; ii) tổng kết hoạt động kinh doanh cả năm |
| Thông cáo báo chí về ra 
 mắt sản phẩm, dịch vụ mớ
 hoặc các hoạt động khác 
 liên quan | Khi có phát sinh | Cung cấp các thông cáo báo chí cho các cơ quan báo ch
 đăng tải thông tin |
| Trả lời phỏng vấn báo chí | Khi có phát sinh | Khi có phát sinh |
| NHÀ CUNG CẤP DỊCH VỤ | | |
| Gặp gỡ trao đổi trực tiếp 
 theo quy định tại quy chế 
 đấu thầu, hợp tác với nhà 
 cung cấp | Khi có phát sinh | Khi có phát sinh |
| Duy trì tính cạnh tranh | Thường xuyên trong quy trìn | Đảm bảo cạnh tranh lành mạnh trong quy trình lựa chọn 
 nhà cung cấp.","| Phương thức tương tác
 với các bên liên quan | Tần suất thực hiện | Thực tế triển khai trong năm 2023 |
|---------------------------|------------------------------|-----------------------------------------------|
| CỘNG ĐỒNG | | |
| Phối hợp với chính quyền 
 địa phương | Thường xuyên | Thực hiện thường xuyên.","|
| Đảm bảo minh bạch trong 
 chào thầu | Thường xuyên trong quy trìn | Nghiêm túc thực hiện theo quy định pháp luật.",table_like,S_community,0.9,llm,,
agribank_2024_s877_0,agribank_2024,agribank,2024,THÚC ĐẨY BÌNH ĐẲNG GIỚI,THÚC ĐẨY BÌNH ĐẲNG GIỚI,,,heading_like,S_labor,0.9,llm_weak_agree,,
agribank_2021_s114_1,agribank_2021,agribank,2021,CƠ CẤU TỔ CHỨC,"Bên cạnh đó, Agribank còn mở rộng tối đa phạm vi hoạt động thông qua 68 điểm giao dịch lưu động bằng ô tô chuyên dùng, 3.339 ATM, 196 CDM, mạng lưới 645 ngân hàng đại lý tại 79 quốc gia và vùng lãnh thổ.","Agribank sở hữu hệ thống bán lẻ lớn nhất cả nước với 2.225 chi nhánh và phòng giao dịch; 1 chi nhánh tại Campuchia; 3 văn phòng đại diện khu vực: Văn phòng đại diện khu vực Miền Trung, Văn phòng đại diện khu vực Miền Nam, Văn phòng đại diện khu vực Tây Nam Bộ; 3 đơn vị sự nghiệp; 5 công ty con.",,paragraph,Non_ESG,0.9,llm,,
bidv_2022_s308_3,bidv_2022,bidv,2022,SẢN PHẨM DỊCH VỤ CHUYÊN BIỆT DÀNH CHO KHÁCH HÀNG CAO CẤP,"- Dịch vụ tư vấn chuyên biệt Smart Advisory: với hệ sinh thái đối tác quốc tế đa ngành nghề, đa lĩnh vực, BIDV cung cấp tới khách hàng cao cấp những giải pháp ưu việt, được tùy chỉnh phù hợp với hoàn cảnh và mục tiêu của khách hàng về các lĩnh vực giáo dục, định cư, tư vấn thuế, hoạch định tài sản và thừa kế.","Tùy vào mục tiêu đầu tư và khẩu vị rủi ro, khách hàng có nhiều lựa chọn đầu tư với trái phiếu doanh nghiệp Smart Bond, chứng chỉ quỹ mở - Smart Fund, uỷ thác đầu tư - Smart Investment.","- Đặc quyền đẳng cấp số 1 thị trường: BIDV cung cấp đặc quyền hấp dẫn dành riêng cho khách hàng cao cấp và người thân của khách hàng gồm bộ quà tặng dịch vụ phong cách sống tinh hoa như golf, phòng chờ trong nước và quốc tế, fasttrack, spa, ẩm thực và nghỉ dưỡng cao cấp; đặc quyền bác sĩ gia đình thăm khám tại gia, tư vấn sức khỏe không giới hạn; trợ lý cá nhân cao cấp phục vụ khách hàng 24/7, cung cấp thông tin, hỗ trợ tư vấn, kết nối sử dụng dịch vụ trên toàn cầu.",bullet_like,S_product,0.9,llm_weak_agree,,
shb_2024_s1741_0,shb_2024,shb,2024,Các quỹ dự trữ ữ,Các quỹ dự trữ được sử dụng cho các mục đích cụ thể và được trích từ lợi nhuận sau thuế của Ngân hàng dựa trên các tỷ lệ quy định theo trình tự sau:,,,paragraph,Non_ESG,0.9,llm,,
bidv_2023_s1309_0,bidv_2023,bidv,2023,HOẠT ĐỘNG QUẢN TRỊ CÔNG TY (tiếp theo),ĐÁNH GIÁ CÔNG TÁC QUẢN TRỊ CÔNG TY THEO THẺ ĐIỂM QUẢN TRỊ CÔNG TY ASEAN (tiếp theo),,,paragraph,G,0.95,llm_weak_agree,,
bsc_2023_s61_0,bsc_2023,bsc,2023,"Không ngừng ""số hóa"" ẩ g gg hệ sinh thái sản phẩm dịch vụ","Với định vị là Công ty Chứng khoán tiên phong về chuyển đổi số, BSC kiến tạo và dựng xây hệ sinh thái sản phẩm dịch vụ dựa trên nền tảng số tiên tiến, bám sát xu thế để tối ưu hóa trải nghiệm khách hàng.",,,paragraph,S_product,0.9,llm_weak_agree,,
shb_2022_s872_0,shb_2022,shb,2022,5.1.6. DANH SÁCH CÁC THÀNH VIÊN HĐQT CÓ CHỨNG CHỈ ĐÀO TẠO VỀ QUẢN TRỊ CÔNG TY,"Từ năm 2018 đến nay, các thành viên HĐQT, Ban Kiểm soát, Văn phòng HĐQT, Ban Tổng Giám đốc đã tham gia các khóa đào tạo và đạt chứng chỉ về Quản trị Công ty do Ủy ban Chứng khoán Nhà nước cấp theo quy định.",,,paragraph,G,0.9,llm_weak_agree,,
vietabank_2024_s498_2,vietabank_2024,vietabank,2024,Quản trị ngân hàng Xây dựng nền tảng vững chắc,"Bên cạnh đó, ưu tiên bảo mật hệ thống thông tin, đảm bảo an toàn dữ liệu cá nhân của khách hàng và các bên liên quan, góp phần xây dựng môi trường tài chính an toàn và tin cậy.","VietABank đảm bảo tính minh bạch trong việc cung cấp thông tin, đồng thời bảo vệ quyền lợi hợp pháp của cổ đông và nhà đầu tư.",,paragraph,S_product,0.9,llm_weak_agree,,
bidv_2021_s1093_0,bidv_2021,bidv,2021,NHÀ CUNG CẤP DỊCH VỤ,Tần suất tương tác với các bên liên quan,,,paragraph,G,0.8,llm,,
vib_2015_s231_1,vib_2015,vib,2015,Quản trị rủi ro thị trường và thanh khoản,Khuôn khổ này dựa trên cơ sở áp dụng,"Năm 2015, VIB tiếp tục xây dựng khuôn khổ và văn hóa quản trị rủi ro lành mạnh.",,paragraph,G,0.9,llm_weak_agree,,
bidv_2021_s1666_1,bidv_2021,bidv,2021,Lợi ích của nhân viên,"Ngân hàng và các công ty con phải đóng bảo hiểm xã hội cho mỗi nhân viên bằng 17,5% lương vị trí công việc hàng tháng cho thời gian làm việc tại Ngân hàng và các công ty con của người lao động.",Nhân viên Ngân hàng và các công ty con khi nghỉ hưu sẽ được nhận trợ cấp về hưu từ Bảo hiểm Xã hội thuộc Bộ Lao động - Thương binh và Xã hội.,"Ngoài ra, Ngân hàng còn sử dụng Quỹ phúc lợi để chi trả trợ cấp nghỉ hưu một lần cho nhân viên theo quy định riêng của Ngân hàng.",kpi_like,S_labor,0.9,llm_weak_agree,,
shb_2022_s42_1,shb_2022,shb,2022,"Thưa Quý vị,","Dù trong hoàn cảnh nào, Tâm luôn là kim chỉ nam để dẫn lối mọi hoạt động của ngân hàng, giữ trọn vẹn đạo đức kinh doanh với đối tác, khách hàng, nhân ái với cộng đồng và nhân văn với nhân viên, đồng nghiệp.","Lấy con người làm trọng tâm, lấy Tâm làm gốc, từ suy nghĩ tới hành động của người SHB đều xuất phát từ tâm và tận tâm cống hiến.",,paragraph,S_community,0.8,llm_weak_agree,,
vietabank_2024_s375_2,vietabank_2024,vietabank,2024,Nghiệp vụ thị trường mở,"- Tiếp cận thành công nhóm khách hàng lớn trong các lĩnh vực: Bệnh viện, năng lượng, giáo dục.","Trong đó, VietABank là nhà tài trợ Đồng, quảng bá hình ảnh, thương hiệu VietABank với các công ty, khách hàng tại sự kiện, thu hút sự quan tâm của đông đảo các bạn sinh viên.",- Tiếp cận thành công và thiết lập được mối quan hệ thân thiết với khách hàng lớn thuộc nhóm Y tế Dược phẩm.,bullet_like,S_product,0.8,llm,,
vietcombank_2023_s1828_0,vietcombank_2023,vietcombank,2023,Rủi ro tiền tệ,Sau đây là những tỷ giá hối đoái chính được Vietcombank áp dụng tại ngày báo cáo như sau:,,,paragraph,Non_ESG,0.9,llm,,
viettinbank_2022_s251_0,viettinbank_2022,viettinbank,2022,TOP 500 THƯƠNG HIỆU NGÂN HÀNG CÓ GIÁ TRỊ ẤẾ Ớ NHẤT THẾ GIỚI,TOP 500 THƯƠNG HIỆU NGÂN HÀNG CÓ GIÁ TRỊ ẤẾ Ớ NHẤT THẾ GIỚI,,,heading_like,Non_ESG,0.9,llm,,
bidv_2024_s1400_0,bidv_2024,bidv,2024,LÃI THUẦN TỪ HOẠT ĐỘNG DỊCH VỤ,LÃI THUẦN TỪ HOẠT ĐỘNG DỊCH VỤ,,,heading_like,Non_ESG,0.9,llm,,
agribank_2020_s429_0,agribank_2020,agribank,2020,CHO NĂM TÀI CHÍNH KẾT THÚC NGÀY 31 THÁNG 12 NĂM 2020,CHO NĂM TÀI CHÍNH KẾT THÚC NGÀY 31 THÁNG 12 NĂM 2020,,,heading_like,Non_ESG,1.0,llm,,
bidv_2021_s1122_0,bidv_2021,bidv,2021,"04 Hỗ trợ doanh nghiệp nhỏ và vừa, hỗ trợ phụ nữ làm chủ","04 Hỗ trợ doanh nghiệp nhỏ và vừa, hỗ trợ phụ nữ làm chủ",,,heading_like,S_community,0.8,llm,,
vib_2017_s612_3,vib_2017,vib,2017,"Năm 2017, đổi mới và sáng tạo","- Đối với khách hàng doanh nghiệp, bên cạnh việc tăng cường tương tác, cập nhật thông tin thị trường thường xuyên, VIB tiếp tục thiết kế các gói sản phẩm phái sinh và cấu trúc phù hợp với từng nhóm khách hàng, nâng cao năng lực cạnh tranh hướng tới mục tiêu top 10 ngân hàng có doanh số giao dịch lớn nhất trên thị trường ngoại hối.",- Đa dạng hóa sản phẩm kinh doanh và danh mục khách hàng nhằm hiện thực hóa các cơ hội kinh doanh trên thị trường mang lại hiệu quả cho VIB.,,bullet_like,S_product,0.9,llm,,
shb_2020_s1015_0,shb_2020,shb,2020,Đầu tư cho giáo dục và thế hệ trẻ,"Ngoài ra, trong năm học 2019 – 2020, SHB đã hỗ trợ nhiều trường hợp trẻ em khó khăn vượt khó học tập tại các điểm trường Thác Đất, Cầu Cao xã Minh Dân và Bạch Xa, huyện Hàm Yên, tỉnh Tuyên Quang; Huyện Thanh Hòa và Huyện Tân Hưng, tỉnh Long An; đồng thời tài trợ nhiều phần quà, suất học bổng tổng kết năm học cho",,,paragraph,S_community,0.9,llm_weak_agree,,
techcombank_2022_s1045_2,techcombank_2022,techcombank,2022,Vượt trội hơn mỗi ngày – Hiệu suất và quản lý,Phương thức làm việc linh hoạt (agile) của Ngân hàng đảm bảo nhân viên sẽ mang lại kết quả làm việc và chất lượng dịch vụ vượt trội.,"Năm 2022, chúng tôi giúp nhân viên đặt ra những mục tiêu hợp lý, nhưng vẫn đủ thách thức, cũng như cung cấp các hoạt động đào tạo và hỗ trợ cần thiết.",,paragraph,S_labor,0.9,llm,,
bsc_2024_s1076_1,bsc_2024,bsc,2024,Tích cực thực hiện trách nhiệm xã hội,Những nỗ lực này khẳng định cam kết của BSC đối với sự phát triển cộng đồng và củng cố uy tín thương hiệu trên thị trường.,"Tích cực thực hiện trách nhiệm xã hội thông qua các hoạt động hỗ trợ cộng đồng, tài trợ cho giáo dục và y tế nhằm mục tiêu phát triển bền vững.",,paragraph,S_community,0.9,llm_weak_agree,,
viettinbank_2023_s2361_1,viettinbank_2023,viettinbank,2023,HOẠT ĐỘNG HỖ TRỢ VÀ CHĂM SÓC KHÁCH HÀNG BÁN LẺ,"VietinBank cũng đã triển khai đồng thời nhiều giải pháp để nâng cao chất lượng dịch vụ, đáp ứng tốt hơn nhu cầu của khách hàng.","Bên cạnh sản phẩm, giá cả, mạng lưới phân phối...","Với việc ban hành Bộ tiêu chuẩn chất lượng dịch vụ trên các kênh tiếp xúc khách hàng (gồm: Kênh CN, kênh ATM/POS, kênh Contact center, kênh Website/Chatbot/mạng xã hội, kênh ngân hàng số), lần đầu tiên VietinBank đưa ra tuyên ngôn về 5 giá trị cốt lõi của dịch vụ VietinBank (Mang lại sự tiện nghi cho khách hàng, Hành động vì niềm tin của khách hàng, Sẵn sàng đáp ứng nhu cầu",paragraph,S_product,0.9,llm_weak_agree,,
viettinbank_2021_s1025_4,viettinbank_2021,viettinbank,2021,1 - ĐÁNH GIÁ CỦA HỘI ĐỒNG QUẢN TRỊ VỀ CÁC MẶT HOẠT ĐỘNG CỦA VIETINBANK NĂM 2021,"Đồng thời, thực hiện vai trò một ngân hàng lớn, trụ cột, VietinBank đã tiên phong trong hỗ trợ nền kinh tế, doanh nghiệp, người dân chịu ảnh hưởng bởi dịch COVID-19 vượt qua khó khăn, ổn định đời sống, hồi phục sản xuất, kinh doanh và phát triển.","Mặc dù tình hình dịch bệnh diễn biến rất bất lợi nhưng với tinh thần đổi mới từ tư duy tới hành động, quyết liệt thực hiện các chủ điểm trọng tâm kinh doanh; khơi thông các điểm nghẽn về cơ chế chính sách; phân bổ nguồn lực vào các nhiệm vụ trọng tâm, hoạt động kinh doanh của VietinBank đã đạt được những kết quả tích cực cả về quy mô và hiệu quả, hoàn thành và vượt các mục tiêu kế hoạch kinh doanh ĐHĐCĐ giao, tạo tiền đề vững chắc cho sự phát triển của Ngân hàng trong giai đoạn tiếp theo.","Cụ thể, HĐQT đánh giá về các mặt hoạt động của Ngân hàng năm 2021 như sau:",paragraph,S_community,0.8,llm,,
vib_2015_s2233_1,vib_2015,vib,2015,KHDN.,"phong phú như đào tạo trên lớp, hội thảo, đào tạo trực tạo trực tuyến để cung cấp các khóa học về chính sách, quy trình, sản phẩm, đào tạo tuân thủ, đào tạo nhân viên mới đã giúp VIB tiết giảm thời gian và chi phí đào tạo đồng thời giúp kịp thời phổ cập kiến thức tới số đông CBNV trên mọi miền đất nước.","Bên cạnh việc thu hút nhân tài từ bên ngoài, trong năm 2015 VIB cũng quan tâm đầu tư cho hoạt động đào tạo và phát triển, giúp nâng cao năng lực cho đội ngũ CBNV hiện có cũng như phát triển đội ngũ lãnh đạo tương lai cho VIB.",,paragraph,S_labor,0.9,llm_weak_agree,,
vietcombank_2024_s358_0,vietcombank_2024,vietcombank,2024,CHÍNH SÁCH LIÊN QUAN TỚI NGƯỜI LAO ĐỘNG,"Trong năm qua, VCBS duy trì chính sách lương, thưởng cạnh tranh, tạo động lực cũng như chế độ đãi ngộ hấp dẫn.",,"Tiền lương chi trả gắn với trình độ chuyên môn, hiệu quả công việc/hiệu quả kinh doanh, được đo lường/đánh giá dựa trên bộ tiêu chí KPIs.",kpi_like,S_labor,0.95,llm_weak_agree,,
shb_2024_s2008_5,shb_2024,shb,2024,48. Chính sách quản lý rủi ro liên quan đến các công cụ tài chính,Việc đó cho phép Ngân hàng giám sát hiệu quả hơn các biến đổi về vốn và giảm các sai sót có thể xảy ra cũng như những thủ tục phức tạp không cần thiết.,"Thêm vào đó, việc áp dụng các quy trình quản lý rủi ro nội bộ cũng trở nên hiệu quả hơn nhờ việc triển khai Hệ thống Quản lý vốn Tập trung và Hệ thống Thanh toán Tập trung, theo đó toàn bộ các giao dịch vốn và thanh toán của Ngân hàng đều do Hội sở chính thực hiện.",,paragraph,G,0.9,llm_weak_agree,,
vpbank_2023_s266_0,vpbank_2023,vpbank,2023,2022,- Gia hạn Thỏa thuận hợp tác độc quyền phân phối bảo hiểm AIA.,,"- Tái định vị thương hiệu và tuyên bố sứ mệnh mới ""Vì một Việt Nam thịnh vượng"" cùng với chiến dịch ""Light up Viet Nam"".",bullet_like,S_community,0.8,llm,,
mbbank_2021_s547_0,mbbank_2021,mbbank,2021,ĐỊNH HƯỚNG QUẢN LÝ CÔNG TY THÀNH VIÊN VÀ ĐỊNH HƯỚNG TẬP ĐOÀN,ĐỊNH HƯỚNG QUẢN LÝ CÔNG TY THÀNH VIÊN VÀ ĐỊNH HƯỚNG TẬP ĐOÀN,,,heading_like,G,0.8,llm,,
viettinbank_2023_s1986_1,viettinbank_2023,viettinbank,2023,7 - ĐÁNH GIÁ QUẢN TRỊ CÔNG TY THEO THẺ ĐIỂM QUẢN TRỊ CÔNG TY ASEAN,"| v | Thể hiện tại BCTN, phần “Quản trị công 
 ty” và được CBTT trên website QHNĐT 
 VietinBank |
| E.1.2 | Các loại quyết định phải có phê duyệt của TV 
 HĐQT có được công bố công khai?","| STT | TIÊU CHÍ | KẾT QUẢ 
 ĐÁNH GIÁ 
 MỨC ĐỘ 
 THỰC HIỆN 
 (X/V) | BẰNG CHỨNG/ CƠ SỞ ĐÁNH GIÁ/ 
 TÀI LIỆU CHỨNG MINH |
|--------------------|--------------------------------|---|---|
| E.1.1 | Công ty có công bố chính sách Quản trị Công 
 ty/ Điều lệ hoạt động của HĐQT?","| v | CBTT đầy đủ tại website VietinBank và 
 website QHNĐT VietinBank |
| E.1.3 | Vai trò, trách nhiệm của TV HĐQT có được quy 
 định rõ ràng?",table_like,G,0.9,llm,,
vpbank_2024_s1953_8,vpbank_2024,vpbank,2024,Đánh giá kết quả hoạt động ESG dựa trên lĩnh vực trọng yếu,"- Ban hành và thực hiện Tuyên bố về Quyền con người, đảm bảo quyền lợi của người lao động và khách hàng.","- Trong năm 2024, VPBank không bị xử phạt vi phạm do không tuân thủ luật pháp và các quy định về môi trường.","- Không ghi nhận vụ việc vi phạm nào liên quan đến phân biệt đối xử, lao động trẻ em, lao động cưỡng bức hoặc các vi phạm khác về quyền con người trong năm 2024
- 100% người lao động làm việc tại VPBank được ký hợp đồng lao động theo quy định của pháp luật.",bullet_like,S_labor,0.9,llm_weak_agree,,
